dong_name,gu_name,2007-12-31T15:00:00.000Z,2008-01-31T15:00:00.000Z,2008-02-29T15:00:00.000Z,2008-03-31T15:00:00.000Z,2008-04-30T15:00:00.000Z,2008-05-31T15:00:00.000Z,2008-06-30T15:00:00.000Z,2008-07-31T15:00:00.000Z,2008-08-31T15:00:00.000Z,2008-09-30T15:00:00.000Z,2008-10-31T15:00:00.000Z,2008-11-30T15:00:00.000Z,2008-12-31T15:00:00.000Z,2009-01-31T15:00:00.000Z,2009-02-28T15:00:00.000Z,2009-03-31T15:00:00.000Z,2009-04-30T15:00:00.000Z,2009-05-31T15:00:00.000Z,2009-06-30T15:00:00.000Z,2009-07-31T15:00:00.000Z,2009-08-31T15:00:00.000Z,2009-09-30T15:00:00.000Z,2009-10-31T15:00:00.000Z,2009-11-30T15:00:00.000Z,2009-12-31T15:00:00.000Z,2010-01-31T15:00:00.000Z,2010-02-28T15:00:00.000Z,2010-03-31T15:00:00.000Z,2010-04-30T15:00:00.000Z,2010-05-31T15:00:00.000Z,2010-06-30T15:00:00.000Z,2010-07-31T15:00:00.000Z,2010-08-31T15:00:00.000Z,2010-09-30T15:00:00.000Z,2010-10-31T15:00:00.000Z,2010-11-30T15:00:00.000Z,2010-12-31T15:00:00.000Z,2011-01-31T15:00:00.000Z,2011-02-28T15:00:00.000Z,2011-03-31T15:00:00.000Z,2011-04-30T15:00:00.000Z,2011-05-31T15:00:00.000Z,2011-06-30T15:00:00.000Z,2011-07-31T15:00:00.000Z,2011-08-31T15:00:00.000Z,2011-09-30T15:00:00.000Z,2011-10-31T15:00:00.000Z,2011-11-30T15:00:00.000Z,2011-12-31T15:00:00.000Z,2012-01-31T15:00:00.000Z,2012-02-29T15:00:00.000Z,2012-03-31T15:00:00.000Z,2012-04-30T15:00:00.000Z,2012-05-31T15:00:00.000Z,2012-06-30T15:00:00.000Z,2012-07-31T15:00:00.000Z,2012-08-31T15:00:00.000Z,2012-09-30T15:00:00.000Z,2012-10-31T15:00:00.000Z,2012-11-30T15:00:00.000Z,2012-12-31T15:00:00.000Z,2013-01-31T15:00:00.000Z,2013-02-28T15:00:00.000Z,2013-03-31T15:00:00.000Z,2013-04-30T15:00:00.000Z,2013-05-31T15:00:00.000Z,2013-06-30T15:00:00.000Z,2013-07-31T15:00:00.000Z,2013-08-31T15:00:00.000Z,2013-09-30T15:00:00.000Z,2013-10-31T15:00:00.000Z,2013-11-30T15:00:00.000Z,2013-12-31T15:00:00.000Z,2014-01-31T15:00:00.000Z,2014-02-28T15:00:00.000Z,2014-03-31T15:00:00.000Z,2014-04-30T15:00:00.000Z,2014-05-31T15:00:00.000Z,2014-06-30T15:00:00.000Z,2014-07-31T15:00:00.000Z,2014-08-31T15:00:00.000Z,2014-09-30T15:00:00.000Z,2014-10-31T15:00:00.000Z,2014-11-30T15:00:00.000Z,2014-12-31T15:00:00.000Z,2015-01-31T15:00:00.000Z,2015-02-28T15:00:00.000Z,2015-03-31T15:00:00.000Z,2015-04-30T15:00:00.000Z,2015-05-31T15:00:00.000Z,2015-06-30T15:00:00.000Z,2015-07-31T15:00:00.000Z,2015-08-31T15:00:00.000Z,2015-09-30T15:00:00.000Z,2015-10-31T15:00:00.000Z,2015-11-30T15:00:00.000Z,2015-12-31T15:00:00.000Z,2016-01-31T15:00:00.000Z,2016-02-29T15:00:00.000Z,2016-03-31T15:00:00.000Z,2016-04-30T15:00:00.000Z,2016-05-31T15:00:00.000Z,2016-06-30T15:00:00.000Z,2016-07-31T15:00:00.000Z,2016-08-31T15:00:00.000Z,2016-09-30T15:00:00.000Z,2016-10-31T15:00:00.000Z,2016-11-30T15:00:00.000Z,2016-12-31T15:00:00.000Z,2017-01-31T15:00:00.000Z,2017-02-28T15:00:00.000Z,2017-03-31T15:00:00.000Z,2017-04-30T15:00:00.000Z,2017-05-31T15:00:00.000Z,2017-06-30T15:00:00.000Z,2017-07-31T15:00:00.000Z,2017-08-31T15:00:00.000Z,2017-09-30T15:00:00.000Z,2017-10-31T15:00:00.000Z,2017-11-30T15:00:00.000Z,2017-12-31T15:00:00.000Z,2018-01-31T15:00:00.000Z,2018-02-28T15:00:00.000Z,2018-03-31T15:00:00.000Z,2018-04-30T15:00:00.000Z,2018-05-31T15:00:00.000Z,2018-06-30T15:00:00.000Z,2018-07-31T15:00:00.000Z,2018-08-31T15:00:00.000Z,2018-09-30T15:00:00.000Z,2018-10-31T15:00:00.000Z,2018-11-30T15:00:00.000Z,2018-12-31T15:00:00.000Z,2019-01-31T15:00:00.000Z,2019-02-28T15:00:00.000Z,2019-03-31T15:00:00.000Z,2019-04-30T15:00:00.000Z,2019-05-31T15:00:00.000Z,2019-06-30T15:00:00.000Z,2019-07-31T15:00:00.000Z,2019-08-31T15:00:00.000Z,2019-09-30T15:00:00.000Z,2019-10-31T15:00:00.000Z,2019-11-30T15:00:00.000Z,2019-12-31T15:00:00.000Z,2020-01-31T15:00:00.000Z,2020-02-29T15:00:00.000Z,2020-03-31T15:00:00.000Z,2020-04-30T15:00:00.000Z,2020-05-31T15:00:00.000Z,2020-06-30T15:00:00.000Z,2020-07-31T15:00:00.000Z,2020-08-31T15:00:00.000Z,2020-09-30T15:00:00.000Z,2020-10-31T15:00:00.000Z,2020-11-30T15:00:00.000Z,2020-12-31T15:00:00.000Z,2021-01-31T15:00:00.000Z,2021-02-28T15:00:00.000Z,2021-03-31T15:00:00.000Z,2021-04-30T15:00:00.000Z,2021-05-31T15:00:00.000Z,2021-06-30T15:00:00.000Z,2021-07-31T15:00:00.000Z,2021-08-31T15:00:00.000Z,2021-09-30T15:00:00.000Z,2021-10-31T15:00:00.000Z,2021-11-30T15:00:00.000Z,2021-12-31T15:00:00.000Z,2022-01-31T15:00:00.000Z,2022-02-28T15:00:00.000Z,2022-03-31T15:00:00.000Z,2022-04-30T15:00:00.000Z,2022-05-31T15:00:00.000Z,2022-06-30T15:00:00.000Z,2022-07-31T15:00:00.000Z,2022-08-31T15:00:00.000Z,2022-09-30T15:00:00.000Z,2022-10-31T15:00:00.000Z,2022-11-30T15:00:00.000Z,2022-12-31T15:00:00.000Z,2023-01-31T15:00:00.000Z,2023-02-28T15:00:00.000Z,2023-03-31T15:00:00.000Z,2023-04-30T15:00:00.000Z,2023-05-31T15:00:00.000Z,2023-06-30T15:00:00.000Z,2023-07-31T15:00:00.000Z,2023-08-31T15:00:00.000Z,2023-09-30T15:00:00.000Z,2023-10-31T15:00:00.000Z,2023-11-30T15:00:00.000Z,2023-12-31T15:00:00.000Z,2024-01-31T15:00:00.000Z,2024-02-29T15:00:00.000Z,2024-03-31T15:00:00.000Z,2024-04-30T15:00:00.000Z,2024-05-31T15:00:00.000Z,2024-06-30T15:00:00.000Z,2024-07-31T15:00:00.000Z
율현동,강남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.82,1718.08,1748.33,1778.59,1808.84,1839.1,1869.34,1899.61,1929.85,1955.34,1975.1,1994.87,2014.65,2034.41,2054.19,2073.96,2093.72,2113.5,2133.27,2458.3,2473.73,2489.16,2512.62,2538.96,2606.08,2702.93,2839.12,2961.96,2763.61,2882.32,2928.88,2982.65,3082.6,3039.46,2996.33,3007.71,3019.08,3030.47,3041.84,3053.22,3064.59,3075.97,3087.35,3135.81,3184.27,3196.67,3129.44,3155.69,3194.47,3182.23,3186,3189.77,3193.54,3197.32,3201.08,3204.85,3208.62,3212.39,3216.16,3219.94,3223.7,3341.06,3458.42,3575.77,3693.13,3804.81,3916.5,4007.43,4056.99,4106.53,4156.09,4148.06,4140.06,4132.03,4124.01,4116,4107.98,4060.96,4013.95,3966.94,3919.92,3872.91,3825.89,3778.87,3731.86,3684.84,3637.83,3590.82,3543.8,3542.42,3541.03,3539.65,3538.26,3536.88,3535.48,3534.1,3524.54,3514.98,3505.42,3495.85,3486.29,3476.72,3483.56,3496.55,3496.55
일원동,강남구,2761.6,2742.34,2806.86,2842.67,2790.27,2718.18,2618.94,2564.74,2492.84,2418.99,2345.14,2272.93,2288.23,2348.68,2374.93,2473.45,2513.8,2605.84,2611.24,2647.09,2648.78,2676.31,2622.58,2607.09,2663.4,2674.97,2617.11,2576,2524.51,2533.19,2487.53,2442.75,2472.65,2449.55,2464.29,2537.56,2526.63,2558.22,2535.58,2549.18,2561.12,2562.04,2562.47,2497.36,2495.55,2474.78,2438.85,2420.1,2387.33,2354.69,2324.7,2319.27,2290.13,2289.07,2239.7,2228.13,2214.35,2195.71,2198.56,2197.71,2209.87,2234.45,2235.39,2218.27,2244.37,2220.92,2210.15,2200.72,2198.84,2214.17,2217.67,2240.57,2254.21,2305.87,2324.9,2350.69,2322.82,2327.9,2341.11,2356.6,2427.18,2470.24,2420.65,2447.57,2463.1,2465.09,2503.85,2525.41,2567.28,2594.25,2594.19,2596.12,2642,2668.92,2690.55,2676.2,2659.14,2667.25,2662.21,2699.61,2766.93,2855.42,2949.34,3047.9,3152.24,3149.94,3159.78,3164.42,3147.02,3167.38,3204.75,3225.16,3303.63,3392.94,3497.13,3536.61,3554.94,3622.14,3696.83,3830.42,4036.06,4180.78,4235.3,4238.35,4245.22,4259.29,4317.19,4476.82,4574.74,4531.52,4623.36,4578.78,4556.37,4533.14,4519.89,4543.21,4579.42,4723.16,4914.06,5009.34,5070.53,5191.59,5331.34,5385.51,5372.37,5372.76,5412.83,5389.58,5403.81,5515.24,5667.42,5781.72,5859.4,5931.26,6017.54,6149.75,6284.34,6318.86,6388.4,6433.28,6467.43,6602.16,6659.22,6734.63,6730.71,6783.35,6783.39,6755.33,6731.71,6699.11,6661.63,6622.74,6559.84,6480.9,6401.95,6323,6226.66,6130.32,6035.95,5941.66,5837.33,5825.1,5885.81,5874.61,6024.57,6124.87,6171.79,6347.3,6383.56,6416.32,6379.14,6344.67,6331.22,6355.74,6417.39,6485.49,6549.53,6661.55,6658.58,6658.58
자곡동,강남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.01,1634.24,1652.88,1803.18,1808.55,1805.54,1960,1994.11,2024,2020.15,2033.13,2046.12,2059.1,2097.81,2122.47,2204.3,2325.75,2352.75,2379.02,2414.77,2441.71,2468.65,2504.46,2528.34,2552.8,2576.11,2597.81,2586.92,2637.42,2671.35,2636.68,2616.24,2534.78,2542.66,2535.27,2568.77,2512.08,2553.67,2570.44,2666.49,2708.43,2765.45,2736.81,2795.4,2818.17,2877.59,2981.02,3138.03,3232.54,3319.01,3372,3397.89,3420.73,3496.02,3483.63,3466,3446.78,3427.56,3410.75,3414.36,3417.97,3421.59,3426.72,3467.33,3515.45,3563.44,3602.66,3661.48,3758.54,3790.06,3821.66,3851.51,3846.65,3861,3915.03,3972.05,4103.95,4075.32,4041.34,4121.28,4169.76,4343.06,4390.5,4331.37,4314.13,4371.89,4533.84,4473.79,4397.79,4405.83,4439.47,4069.09,4253.81,4323.11,4375.76,4426.2,4411.07,4383.53,4441.36,4431.21,4421.07,4410.93,4413.21,4286.09,4266.2,4224.46,4182.78,4141.1,4154.26,4185.9,4219.58,4199.54,4176.93,4231.61,4231.46,4250.01,4231.25,4249.77,4229.2,4214.61,4208.37,4192.2,4236.01,4369.25,4343.41,4343.41
청담동,강남구,2623.79,2628.33,2634.15,2635.57,2625.91,2610.17,2594.41,2578.98,2553.4,2531.03,2513.43,2495.84,2472.46,2473.6,2487.76,2529.32,2536.82,2574.19,2622.5,2647.37,2634.14,2612.01,2589.71,2565.92,2568.49,2567.11,2567.89,2579.58,2568.02,2578.7,2575.63,2575.15,2574,2565.1,2571.43,2574.15,2582.53,2596.43,2605.73,2606.32,2607.6,2611.57,2607.12,2598.77,2583.55,2613.98,2599.42,2587.36,2593.33,2599.06,2645.91,2639.7,2613.56,2609.28,2603.08,2584.66,2586.27,2579.18,2594.79,2600.4,2599.43,2600.18,2604.47,2607.55,2611.46,2618,2626.83,2617.61,2618.29,2639.15,2648.07,2660.68,2684.1,2709.64,2736.54,2753.8,2750.65,2758.81,2775.27,2791.89,2820.45,2850.87,2870.56,2886.53,2907.97,2935.7,2954.77,2982.36,3011.88,3034.39,3054.47,3074.09,3090.6,3123.3,3147.02,3154.28,3156.68,3167.15,3182.46,3195.76,3217.17,3224.2,3278.8,3353.21,3377.4,3413.64,3407.04,3419.51,3437.23,3478.08,3519.54,3555.47,3615.07,3664.76,3767.84,3794.26,3817.29,3871.38,3892.53,3951.1,4047.07,4111.11,4163.61,4214.37,4266.43,4314.18,4379.78,4465.18,4480.82,4501.56,4514.22,4527.89,4551.49,4571.75,4606.66,4644.35,4681.56,4734.69,4798.2,4857.59,4915.75,4975.1,5039.86,5079.51,5097.63,5112.53,5134.96,5146.4,5159.93,5185.1,5218.46,5250.41,5280.16,5352.2,5390.19,5439.49,5485.75,5518.07,5551.77,5596.04,5644.22,5688.72,5730.24,5776.67,5821.44,5858.19,5881.63,5913.61,5938.44,5964.27,5989.92,6013.35,6016.55,5994.75,5972.09,5949.07,5952.24,5951.49,5954.05,5956.57,5959.85,5963.02,5963.87,5986.37,5964.48,5936.45,5942.24,5953.52,5945.15,5959.13,5969.07,5974,5973.33,5972.72,5972.37,5972.61,5959,5937.76,5958.23,5958.23
강일동,강동구,,,,,,,,,,,1080.28,1065.82,1059.04,1072.66,981.98,986.38,1000.64,1011.36,1010.16,1023.42,1023.99,1022.67,1026.47,1038.2,1059.6,1080.78,1080.42,1080.06,1085.14,1092.22,1100.46,1108.7,1118.1,1132.24,1146.3,1145.68,1164.5,1173.28,1187.78,1204.02,1215.96,1228.19,1237.86,1245.43,1249.75,1251.29,1247.85,1251.78,1256.82,1278.21,1292.36,1292.86,1296.31,1285.16,1287.26,1282.77,1274.25,1271.29,1264.44,1262.35,1262.09,1259.33,1259.83,1253.95,1258.2,1251.28,1254.61,1259.68,1274.79,1289.34,1290.17,1294.09,1302.17,1309.63,1316.08,1316.63,1309.83,1312.34,1316.06,1324.38,1336.14,1353.84,1357.33,1362.58,1370.57,1382.31,1390.22,1403.43,1411.89,1421.4,1426.13,1435.48,1445.23,1449.55,1460.34,1456.46,1459.9,1461.66,1464.02,1465.33,1470.01,1472.23,1478.27,1486.32,1499.97,1512.78,1521.98,1523.74,1522.16,1522.4,1526.98,1534.4,1564.29,1615.37,1678.32,1705.9,1730.12,1754.57,1780.47,1799.31,1826.64,1864.4,1916.03,1946,1973.18,2000.12,2025.9,2066.69,2084.79,2082.11,2072.81,2062.45,2052.02,2040.58,2034.32,2033.77,2035.88,2040.2,2053.92,2085.5,2129.05,2171.32,2244.77,2295.76,2346.79,2388.45,2425.36,2463.24,2507.29,2565.12,2655.31,2708.99,2772.55,2830.07,2885.75,2955.17,3009.37,3057.82,3094.77,3121.38,3142.88,3158.13,3173.62,3179.85,3172.75,3164.89,3150.12,3133.43,3110.53,3088.16,3066.58,3044.34,3022.69,3000.91,2979.12,2955.89,2932.66,2906.27,2815.93,2750.37,2775.15,2744.95,2787.55,2796.22,2802.71,2816.05,2817.08,2833.74,2841.28,2843.97,2833.42,2825.45,2771.11,2750.95,2734.55,2763.59,2790.07,2806.15,2812.88,2812.88
고덕동,강동구,1467.13,1487.57,1457.93,1476.43,1513.83,1476.46,1439.24,1428.47,1459.17,1370.84,1331.41,1291.98,1283.45,1289.78,1294.61,1367.26,1386.31,1367.18,1384.09,1453.56,1452.39,1464.68,1469,1473.52,1496.7,1494.38,1486.7,1472.75,1458.82,1442.72,1426.61,1422.48,1428.43,1439.11,1405.75,1425.48,1442.26,1460.89,1455.09,1449.29,1438.23,1452.63,1422.37,1392.11,1381.37,1357.48,1333.61,1530.16,1722.19,1677.94,1676.42,1668.38,1580.51,1554.05,1531.19,1517.15,1505.4,1505.51,1487.2,1477.51,1467.2,1455.1,1484.19,1446.58,1476.38,1450.4,1474.99,1484.83,1472.87,1445.64,1448.39,1460.06,1457.78,1484.25,1496.16,1488.03,1500.48,1494.97,1504.35,1519.25,1527.36,1544.66,1523.42,1516.92,1562.77,1574.77,1599.68,1605.82,1616.3,1609,1627.49,1630.18,1633.47,1630.7,1642.35,1671.81,1669.96,1661.85,1634.19,1640.57,1643.23,1664.65,1738.16,2195.25,2083.22,2105.72,2089.06,2110.09,2103.35,2127.46,2159.35,2190.1,2268.69,2320.18,2396.07,2424.54,2454.68,2506.57,2528.75,2570.71,2637.06,2733,2816.76,2865.96,2880.49,2905.82,2923.82,3008.44,3226.38,3122.58,3112.67,3058.32,3009.4,2975.04,2936.93,2906.34,2963.99,3101.3,3232.86,3438.19,3468.01,3648.37,3752.83,3864.57,3896.13,3899.47,3897.32,3857.06,3844.18,3936.07,4145.41,4263.2,4336.72,4349.43,4463.79,4503.91,4651.54,4727.82,4710.02,4672.82,4578.51,4778.48,4843.79,4921.62,4920.41,4807.59,4756.46,4714.35,4662.35,4577.55,4487.35,4441.99,4398.31,4322.94,4244.9,4193.16,4054.1,3921.61,3782.86,3728.81,3749.36,3817.94,3881.07,4003.61,4035.2,4114.43,4162.59,4222.71,4258.58,4286.31,4224.51,4186.36,4167.24,4183.35,4230.61,4263.53,4289.89,4455,4596.14,4596.14
길동,강동구,1224.49,1216.23,1221.18,1219.62,1209.34,1213.23,1204.81,1186.49,1167.46,1154.97,1135.24,1116.1,1108.32,1110.18,1129.88,1143.35,1162.19,1163.77,1193.85,1207.94,1217.53,1208.77,1208.14,1207.1,1217.14,1215.4,1207.96,1198.32,1188.13,1183.24,1181.6,1181.03,1182.54,1180.86,1191.16,1196.59,1210.75,1218.15,1215.3,1218.66,1212.56,1214.22,1207.85,1213.47,1211.24,1206.74,1201.21,1197.46,1198.85,1197.15,1196.54,1183.34,1188.78,1184.42,1180.67,1174.1,1171.47,1174.32,1173.52,1170.77,1181,1177.85,1181.4,1192.86,1194.64,1182.93,1183.81,1185.11,1183.58,1184.59,1186.01,1182.78,1190.38,1194.68,1206.12,1207.44,1206.37,1203.6,1204.91,1214.21,1225.53,1232.88,1226,1227.75,1250.1,1251.53,1266.93,1278.13,1292.45,1290.98,1294.5,1300.9,1309.27,1310.58,1315.72,1317.29,1319.39,1321.66,1320.78,1327.27,1327.76,1335.5,1332.59,1354.21,1363.22,1379.21,1384.69,1380.29,1384.04,1386.51,1403.02,1420.36,1445.04,1471.66,1506.69,1524.59,1547.74,1555.67,1572.05,1585.92,1599.01,1635.29,1651.57,1667.82,1677.78,1705.94,1728.56,1767.21,1810.79,1829.82,1820.76,1810.83,1812.21,1804.85,1794.99,1787.95,1800.85,1800.67,1842.48,1862.79,1887.63,1900.83,1940,1996.74,2070.69,2104.68,2128.19,2146.04,2167.21,2196.75,2295.66,2331.93,2358.31,2387.73,2444.83,2501.79,2536.92,2568.57,2593.81,2609.74,2619.43,2638.02,2656.44,2657.69,2668.02,2669.5,2670,2662.66,2653.51,2635.2,2621.59,2607.52,2591.87,2570.04,2550.63,2527.69,2505.21,2480.57,2456.24,2434.59,2413.86,2400.51,2383.08,2412.24,2430.83,2519.92,2559.03,2582.2,2601.59,2612.12,2613.15,2615.42,2623.52,2631.68,2663.62,2702.21,2713.8,2747.27,2760.12,2760.12
둔촌동,강동구,1274.81,1278.43,1283.99,1290.24,1290.96,1299.34,1292.46,1283.63,1277.27,1263.11,1251.15,1241.15,1231.53,1228.7,1233.07,1236.11,1247.88,1256.93,1274.24,1293.36,1300.02,1316.14,1318.35,1316.44,1315.87,1313.94,1344.96,1402.35,1407.29,1416.02,1421.67,1424.98,1462.98,1464.34,1466.53,1467.84,1467.16,1456.09,1457.52,1452.33,1452.91,1438.91,1433.08,1429.42,1426.42,1423.75,1423.83,1420.45,1416.16,1431.66,1416.59,1398.16,1395.19,1389.05,1382.99,1375.7,1367.69,1358.08,1355.05,1351.7,1347.77,1345.18,1351.74,1352.38,1352.81,1347.01,1351.98,1354.62,1365.72,1374.85,1380.29,1366.53,1371.29,1377.91,1380.59,1387.24,1386.31,1388.61,1389.21,1390.61,1398.77,1400.62,1405.74,1411.45,1425.47,1425.6,1438.72,1457.43,1455.01,1472.75,1481.76,1489.24,1499.6,1507.96,1506.58,1511.79,1510.85,1501.24,1494.09,1504.03,1518.11,1537.34,1533.5,1542.86,1550.92,1571.09,1574.94,1576.62,1578.81,1588.98,1605.33,1621.76,1664.18,1731.16,1791.75,1834.76,1846.31,1840.01,1858.2,1890.75,1925.27,1973.54,2014.69,2041.26,2073.58,2096.7,2128.37,2168.87,2207.67,2219.36,2215.32,2200.72,2190.76,2180.61,2173.55,2176.28,2169.6,2190.36,2209.07,2233.29,2258.08,2304.68,2386.44,2439.22,2488.79,2516.37,2522.96,2549.34,2567.29,2657.91,2749.56,2829.17,2876.35,2914.52,2975.39,3042.82,3105.99,3103.03,3112.47,3137.75,3214.6,3257.69,3302.65,3307.63,3318.93,3320.52,3301.03,3275.46,3249.83,3220.9,3190.79,3155.9,3120.92,3081.57,3042.1,3000.71,2959.3,2917.55,2875.8,3352,3709.16,3705.57,4039.1,4379.07,4235.85,4403.74,4572.97,4677.41,4707.2,4709.56,4669.31,4763.37,4751.19,4850.89,4869.24,4984.07,4994.45,5229.75,5350.18,5350.18
명일동,강동구,1772.11,1780.7,1745.22,1757.45,1715.79,1695.08,1657.95,1616.31,1588.97,1526.89,1460.97,1396.85,1445.64,1506.17,1511.89,1586.81,1629.57,1655.64,1701.43,1755.03,1761.77,1745.93,1722.86,1718.12,1741.35,1739.3,1717.49,1682.78,1640.68,1648.85,1636.85,1615.86,1603.01,1605.51,1622.79,1634.33,1640.12,1644.35,1639.32,1619.54,1600.67,1585.44,1559.13,1562.89,1560.53,1545.64,1530.71,1520.37,1517.73,1489.51,1473.57,1454.03,1449.24,1440.29,1420.83,1399.24,1393.05,1390.88,1366.73,1354.61,1347.76,1356.28,1379.65,1390.27,1385.21,1373.24,1371.57,1375.88,1390.48,1393.67,1382.66,1390.06,1392.78,1409.67,1414.42,1415.79,1406.16,1409.08,1407.16,1425.14,1440.73,1449.07,1443.82,1451.66,1464.13,1491.97,1509.18,1521.33,1537.12,1536.58,1529.41,1549.76,1547.84,1558.93,1554.52,1555.57,1558.14,1546.46,1538.54,1547.42,1550.25,1573.39,1594.02,1635.48,1677.84,1743.43,1741.94,1741.42,1780.68,1781.97,1790.03,1825.95,1888.97,1973.98,2040.22,2048.95,2056.59,2099.13,2142.4,2189.37,2260.06,2328.54,2352.8,2359.43,2372.6,2392.98,2417.51,2494.81,2607.34,2599.31,2576.29,2548.6,2517.31,2490.08,2483.25,2478.77,2498.1,2515.13,2608.74,2673.43,2738.37,2851.73,2975.26,3106.82,3142.36,3158.83,3123.97,3150.43,3195.53,3279.7,3453.91,3574.45,3662.67,3722.56,3771.39,3833.34,3930.06,4017.83,4090.98,4111.46,4154.63,4184.35,4214.82,4216.23,4223.13,4206.83,4183.18,4145.21,4105.03,4065.03,4024.2,3976.16,3922.81,3866.29,3779.2,3713.62,3642.76,3571.28,3500.34,3430.36,3404.03,3405.6,3435.9,3471.83,3511.87,3563.72,3589.92,3626.43,3625.33,3615.67,3601.79,3589.24,3598.12,3588.57,3579.51,3579.9,3601.76,3629.03,3656.49,3656.49
상일동,강동구,1642.98,1653.34,1675.09,1684.6,1670.06,1631.56,1611.33,1583.83,1570.49,1557.12,1543.75,1530.38,1522.55,1514.73,1507.5,1497.85,1519.82,1518.98,1552.74,1583.88,1615.01,1605.95,1611.75,1611.8,1620.26,1620.17,1617.96,1620.59,1615.37,1610.15,1606.16,1602.81,1601.41,1603.62,1603.54,1599.98,1500.28,1363.94,1370.7,1375.14,1355.61,1375.57,1379.61,1380.45,1383.21,1383.67,1379.64,1377.54,1397.03,1394.65,1414.43,1418.21,1413.06,1408.01,1402.53,1397.39,1394.27,1390.77,1396.59,1403.77,1407.81,1405.7,1417.85,1411.65,1406.09,1398.12,1414,1424.4,1452.55,1451.09,1457.33,1447.65,1450.16,1468.16,1476.65,1478.07,1475.39,1477.94,1485.44,1487.77,1491.02,1502.93,1504.57,1517.93,1523.35,1538.74,1542.49,1542.38,1554.06,1556.35,1565.81,1572.01,1592.77,1595.64,1586.47,1597.08,1590.13,1586.73,1589.02,1595.89,1602.64,1606.13,1607.27,1605.14,1617.56,1639.05,1651.55,1655.66,1660.89,1651.53,1663.47,1682.27,1715.96,1754.8,1788.19,1801.79,1811.52,1827.62,1843.44,2177.01,2370.96,2360.9,2433.88,2480.56,2527.53,2562.47,2598.38,2663.31,2676.2,2726.04,2748.93,2765.3,2790.55,2812.79,2833.82,2854.84,2916.85,2981.92,3060.41,3139.49,3340.44,3410.01,3446.07,3531.92,3470.12,3612.77,3749.4,3708.07,3648.25,3769.92,3940.48,3966.39,3991.83,4046.82,4145.2,4198.03,4318.13,4429.93,4311.44,4300.97,4358.63,4472.37,4469.74,4592.56,4615.69,4597.01,4574.43,4550.7,4514.5,4447.55,4384.42,4320.65,4235.9,4126.59,3998.79,3943.45,3882.17,3675.05,3550.35,3513.98,3503.07,3591.6,3593.79,3713.48,3771.82,3821.08,3895.16,3907.86,3998.66,3954.69,3888.43,3853.69,3838.02,3862.48,3856.28,3865.31,3943.18,4058.51,4197.07,4197.07
성내동,강동구,1258.1,1266.39,1284.28,1275.21,1272.86,1273.22,1260.11,1246.65,1252.03,1234.92,1218.77,1211.55,1215,1223.3,1232.55,1245.29,1255.46,1258.59,1280.97,1282.61,1296.49,1304.27,1298.42,1291.84,1295.74,1302.39,1313.01,1298.28,1297.2,1295.2,1286.21,1290.14,1290.27,1295.92,1305.12,1317.04,1323.41,1329.67,1332.22,1325.84,1322.8,1323.41,1326.82,1327.79,1323.55,1336.57,1319.32,1311.23,1325.85,1318.13,1308.51,1325.51,1320,1314.84,1307.61,1303.8,1301.72,1306.55,1308.65,1304.55,1297.81,1296.41,1302.58,1305.24,1303.68,1300.68,1305.7,1311.39,1317.61,1321.69,1328.11,1331.88,1330.75,1337.69,1324.67,1327.1,1323.7,1322.51,1348.1,1349.49,1354.15,1353.82,1361.37,1364.02,1372.08,1374.75,1384.15,1392.55,1391.83,1399.1,1405.16,1410.88,1422.19,1430.3,1442.41,1438.07,1448.84,1434.72,1442.45,1450.07,1443.89,1455.16,1461.12,1485,1491.75,1493.57,1505.94,1507.79,1517.52,1523.45,1535.89,1547.76,1577.21,1603.4,1639.39,1655.89,1685.06,1697.71,1704.86,1717.82,1749.51,1788.77,1825.58,1841,1855.51,1869.9,1890.22,1911.34,1941.98,1958.87,1968.32,1974.08,1965.48,1957.3,1967.61,1981.7,1992.45,1999.58,2021.17,2028.36,2049.82,2070,2117.83,2153.21,2181.65,2206.69,2248.49,2257.9,2286.98,2308.08,2394.57,2418.92,2437.21,2466.78,2532.88,2607.03,2662.32,2723.27,2720.42,2702.61,2706.6,2740.36,2777.79,2800.83,2818.31,2830.41,2832.9,2830.44,2825.31,2836.17,2848.16,2838.96,2823.83,2806.86,2787.53,2766.88,2746.17,2725.46,2704.76,2689.52,2674.24,2659.41,2649.72,2644.25,2638.1,2632.04,2631.4,2629.42,2635.12,2632.5,2626.42,2626.76,2624.26,2629.73,2630.42,2645.29,2644.77,2653.59,2656.22,2656.22
